order_id,order_date,customer_name,customer_country,product_name,category,supplier_name,warehouse_name,quantity_ordered,unit_price,total_price,shipment_id,transporter_name,shipment_date,delivery_date,delivery_status
10295,2024-05-26,Intel Corp,Japan,Oximeter,Healthcare,Sunrise Electronics,West Coast DC,159,192.69,30637.71,SHP10295,FedEx Logistics,2024-05-29,2024-05-30,Delivered
10296,2025-02-08,Sony Corp,Netherlands,Inverter,Energy,Nova Industrial,Central Europe DC,147,370.02,54392.939999999995,SHP10296,FedEx Logistics,2025-02-13,2025-02-13,Delivered
10297,2025-04-28,BYD Auto,USA,Medical Tablet,Healthcare,Quantum Supplies,Middle East Hub,134,236.19,31649.46,SHP10297,FedEx Logistics,2025-04-29,2025-05-06,Delayed
10298,2024-05-24,Cisco Systems,UK,Brake Module,Automotive,Global Tech Parts,West Coast DC,140,224.49,31428.600000000002,SHP10298,FedEx Logistics,2024-05-25,2024-05-26,Delivered
10299,2025-03-27,Ford Motors,South Korea,ECG Sensor,Healthcare,GreenLeaf Components,West Coast DC,124,311.75,38657.0,SHP10299,UPS Global,2025-03-30,2025-04-04,Delivered
10300,2024-10-11,LG Electronics,Germany,Light Controller,Home Automation,BlueWave Materials,Middle East Hub,172,117.98,20292.56,SHP10300,DHL Express,2024-10-15,2024-10-20,Delivered
10301,2025-06-16,General Electric,China,Power Cable,Energy,Sunrise Electronics,Middle East Hub,54,90.67,4896.18,SHP10301,UPS Global,2025-06-18,2025-06-19,Delivered
10302,2025-01-12,BYD Auto,USA,LED Driver,Electronics,Sunrise Electronics,West Coast DC,90,306.54,27588.600000000002,SHP10302,Maersk Shipping,2025-01-15,2025-01-20,Delivered
10303,2024-03-15,NIO Inc,India,Fuel Injector,Automotive,Nova Industrial,West Coast DC,40,269.51,10780.4,SHP10303,DHL Express,2024-03-18,2024-03-25,Delayed
10304,2024-08-08,Tesla Motors,UK,Thermostat,Home Automation,Sunrise Electronics,West Coast DC,182,418.73,76208.86,SHP10304,Maersk Shipping,2024-08-09,2024-08-16,Delayed
10305,2024-06-15,Sony Corp,Netherlands,Power Cable,Energy,Sunrise Electronics,Asia Hub,109,90.67,9883.03,SHP10305,DHL Express,2024-06-19,2024-06-24,Delivered
10306,2025-05-09,Intel Corp,Japan,Brake Module,Automotive,Global Tech Parts,Central Europe DC,159,224.49,35693.91,SHP10306,Maersk Shipping,2025-05-12,2025-05-15,Delivered
10307,2024-09-14,Samsung Electronics,China,Energy Meter,Energy,GreenLeaf Components,Central Europe DC,16,305.35,4885.6,SHP10307,UPS Global,2024-09-17,2024-09-21,Delivered
10308,2024-02-21,Samsung Electronics,China,Engine Sensor,Automotive,Global Tech Parts,West Coast DC,100,162.56,16256.0,SHP10308,Maersk Shipping,2024-02-25,2024-02-29,Delivered
10309,2025-03-11,Tesla Motors,UK,Inverter,Energy,Nova Industrial,Asia Hub,160,370.02,59203.2,SHP10309,Maersk Shipping,2025-03-13,2025-03-18,Delivered
10310,2024-04-10,NIO Inc,India,Thermostat,Home Automation,Sunrise Electronics,Middle East Hub,120,418.73,50247.600000000006,SHP10310,FedEx Logistics,2024-04-13,2024-04-17,Delivered
10311,2024-07-30,Amazon Robotics,Germany,Thermostat,Home Automation,Sunrise Electronics,Middle East Hub,109,418.73,45641.57,SHP10311,Maersk Shipping,2024-08-01,2024-08-07,Delayed
10312,2025-08-21,Huawei Tech,India,Microcontroller,Electronics,Sunrise Electronics,Central Europe DC,112,90.66,10153.92,SHP10312,Maersk Shipping,2025-08-26,2025-08-27,Delivered
10313,2024-04-12,NIO Inc,India,Oximeter,Healthcare,Sunrise Electronics,East Coast DC,23,192.69,4431.87,SHP10313,FedEx Logistics,2024-04-13,2024-04-14,Delivered
10314,2024-09-03,Siemens AG,India,LED Driver,Electronics,Sunrise Electronics,Central Europe DC,72,306.54,22070.88,SHP10314,FedEx Logistics,2024-09-08,2024-09-09,Delivered
10315,2024-01-17,Ford Motors,South Korea,Light Controller,Home Automation,BlueWave Materials,Asia Hub,137,117.98,16163.26,SHP10315,FedEx Logistics,2024-01-18,2024-01-25,Delayed
10316,2025-04-15,NIO Inc,India,ECG Sensor,Healthcare,GreenLeaf Components,Central Europe DC,153,311.75,47697.75,SHP10316,DHL Express,2025-04-16,2025-04-16,Delivered
10317,2024-09-24,Toyota Motors,South Korea,Power Cable,Energy,Sunrise Electronics,Central Europe DC,62,90.67,5621.54,SHP10317,FedEx Logistics,2024-09-27,2024-09-30,Delivered
10318,2025-02-28,Medtronic,India,Light Controller,Home Automation,BlueWave Materials,East Coast DC,74,117.98,8730.52,SHP10318,Maersk Shipping,2025-03-05,2025-03-09,Delivered
10319,2025-02-11,Panasonic Corp,Netherlands,Solar Panel,Energy,Quantum Supplies,Central Europe DC,149,476.1,70938.90000000001,SHP10319,DHL Express,2025-02-12,2025-02-16,Delivered
10320,2025-04-25,LG Electronics,Germany,ECG Sensor,Healthcare,GreenLeaf Components,East Coast DC,160,311.75,49880.0,SHP10320,FedEx Logistics,2025-04-29,2025-05-04,Delivered
10321,2025-06-26,Microsoft Devices,India,Door Sensor,Home Automation,GreenLeaf Components,East Coast DC,163,485.41,79121.83,SHP10321,UPS Global,2025-06-29,2025-07-06,Delayed
10322,2024-08-16,Medtronic,India,Light Controller,Home Automation,BlueWave Materials,Asia Hub,47,117.98,5545.06,SHP10322,DHL Express,2024-08-21,2024-08-26,Delivered
10323,2024-12-11,Amazon Robotics,Germany,LED Driver,Electronics,Sunrise Electronics,Middle East Hub,196,306.54,60081.840000000004,SHP10323,Maersk Shipping,2024-12-14,2024-12-21,Delayed
10324,2025-05-13,Siemens AG,India,Solar Panel,Energy,Quantum Supplies,East Coast DC,26,476.1,12378.6,SHP10324,UPS Global,2025-05-17,2025-05-20,Delivered
10325,2025-05-09,Philips Healthcare,UK,Voice Assistant,Home Automation,Nova Industrial,Asia Hub,191,103.19,19709.29,SHP10325,DHL Express,2025-05-10,2025-05-16,Delayed
10326,2025-02-05,NIO Inc,India,Solar Panel,Energy,Quantum Supplies,West Coast DC,39,476.1,18567.9,SHP10326,Maersk Shipping,2025-02-09,2025-02-13,Delivered
10327,2024-09-17,General Electric,China,Door Sensor,Home Automation,GreenLeaf Components,West Coast DC,159,485.41,77180.19,SHP10327,UPS Global,2024-09-21,2024-09-25,Delivered
10328,2024-05-28,NIO Inc,India,Smart Switch,Home Automation,Quantum Supplies,Middle East Hub,72,24.98,1798.56,SHP10328,Maersk Shipping,2024-06-02,2024-06-03,Delivered
10329,2025-08-17,General Electric,China,Door Sensor,Home Automation,GreenLeaf Components,West Coast DC,114,485.41,55336.740000000005,SHP10329,UPS Global,2025-08-19,2025-08-26,Delayed
10330,2025-03-08,Microsoft Devices,India,Medical Tablet,Healthcare,Quantum Supplies,Asia Hub,75,236.19,17714.25,SHP10330,UPS Global,2025-03-11,2025-03-12,Delivered
10331,2025-07-08,Ford Motors,South Korea,ECG Sensor,Healthcare,GreenLeaf Components,West Coast DC,191,311.75,59544.25,SHP10331,DHL Express,2025-07-13,2025-07-14,Delivered
10332,2025-04-09,Apple Inc,UK,Engine Sensor,Automotive,Global Tech Parts,Asia Hub,55,162.56,8940.8,SHP10332,DHL Express,2025-04-10,2025-04-10,Delivered
10333,2024-12-14,Medtronic,India,WiFi Module,Electronics,BlueWave Materials,East Coast DC,151,358.42,54121.420000000006,SHP10333,FedEx Logistics,2024-12-17,2024-12-18,Delivered
10334,2024-05-09,Huawei Tech,India,Engine Sensor,Automotive,Global Tech Parts,Central Europe DC,186,162.56,30236.16,SHP10334,Maersk Shipping,2024-05-11,2024-05-12,Delivered
10335,2024-04-23,BYD Auto,USA,Inverter,Energy,Nova Industrial,Asia Hub,48,370.02,17760.96,SHP10335,DHL Express,2024-04-28,2024-05-01,Delivered
10336,2024-12-30,BYD Auto,USA,Thermostat,Home Automation,Sunrise Electronics,East Coast DC,68,418.73,28473.64,SHP10336,FedEx Logistics,2024-12-31,2025-01-02,Delivered
10337,2025-06-12,Toyota Motors,South Korea,Fuel Injector,Automotive,Nova Industrial,Central Europe DC,163,269.51,43930.13,SHP10337,UPS Global,2025-06-16,2025-06-21,Delivered
10338,2024-08-10,Bosch GmbH,UK,Blood Pressure Monitor,Healthcare,GreenLeaf Components,Asia Hub,146,82.65,12066.900000000001,SHP10338,UPS Global,2024-08-14,2024-08-14,Delivered
10339,2024-03-25,Medtronic,India,Light Controller,Home Automation,BlueWave Materials,Central Europe DC,12,117.98,1415.76,SHP10339,DHL Express,2024-03-30,2024-04-02,Delivered
10340,2025-04-04,General Electric,China,WiFi Module,Electronics,BlueWave Materials,Middle East Hub,22,358.42,7885.240000000001,SHP10340,UPS Global,2025-04-07,2025-04-11,Delivered
10341,2025-03-18,Tesla Motors,UK,WiFi Module,Electronics,BlueWave Materials,West Coast DC,133,358.42,47669.86,SHP10341,Maersk Shipping,2025-03-22,2025-03-24,Delivered
10342,2025-08-19,Sony Corp,Netherlands,Smart Thermometer,Healthcare,Nova Industrial,West Coast DC,166,156.69,26010.54,SHP10342,Maersk Shipping,2025-08-23,2025-08-28,Delivered
10343,2025-02-19,NIO Inc,India,LED Driver,Electronics,Sunrise Electronics,Middle East Hub,164,306.54,50272.560000000005,SHP10343,UPS Global,2025-02-23,2025-02-23,Delivered
10344,2024-11-10,Medtronic,India,Sensor Module,Electronics,Nova Industrial,Asia Hub,119,43.17,5137.2300000000005,SHP10344,UPS Global,2024-11-15,2024-11-15,Delivered
10345,2024-05-20,Tesla Motors,UK,Light Controller,Home Automation,BlueWave Materials,Asia Hub,75,117.98,8848.5,SHP10345,FedEx Logistics,2024-05-25,2024-05-30,Delivered
10346,2024-08-10,Tesla Motors,UK,Lithium Battery,Energy,Quantum Supplies,Middle East Hub,72,196.65,14158.800000000001,SHP10346,UPS Global,2024-08-13,2024-08-17,Delivered
10347,2024-02-10,Toyota Motors,South Korea,Power Cable,Energy,Sunrise Electronics,West Coast DC,18,90.67,1632.06,SHP10347,Maersk Shipping,2024-02-13,2024-02-16,Delivered
10348,2024-08-29,BYD Auto,USA,WiFi Module,Electronics,BlueWave Materials,West Coast DC,180,358.42,64515.600000000006,SHP10348,UPS Global,2024-09-01,2024-09-03,Delivered
10349,2024-07-30,Panasonic Corp,Netherlands,Engine Sensor,Automotive,Global Tech Parts,West Coast DC,86,162.56,13980.16,SHP10349,Maersk Shipping,2024-08-04,2024-08-09,Delivered
10350,2025-02-02,Bosch GmbH,UK,Brake Module,Automotive,Global Tech Parts,Middle East Hub,77,224.49,17285.73,SHP10350,Maersk Shipping,2025-02-07,2025-02-09,Delivered
10351,2024-05-05,BYD Auto,USA,Voice Assistant,Home Automation,Nova Industrial,East Coast DC,91,103.19,9390.289999999999,SHP10351,UPS Global,2024-05-08,2024-05-12,Delivered
10352,2025-01-07,Tesla Motors,UK,Microcontroller,Electronics,Sunrise Electronics,West Coast DC,113,90.66,10244.58,SHP10352,FedEx Logistics,2025-01-09,2025-01-13,Delivered
10353,2024-03-28,Microsoft Devices,India,Microcontroller,Electronics,Sunrise Electronics,Central Europe DC,123,90.66,11151.18,SHP10353,FedEx Logistics,2024-04-02,2024-04-07,Delivered
10354,2024-07-19,Amazon Robotics,Germany,Thermostat,Home Automation,Sunrise Electronics,East Coast DC,8,418.73,3349.84,SHP10354,FedEx Logistics,2024-07-22,2024-07-26,Delivered
10355,2024-09-07,Huawei Tech,India,Light Controller,Home Automation,BlueWave Materials,Asia Hub,174,117.98,20528.52,SHP10355,Maersk Shipping,2024-09-09,2024-09-13,Delivered
10356,2025-07-07,LG Electronics,Germany,Sensor Module,Electronics,Nova Industrial,East Coast DC,11,43.17,474.87,SHP10356,UPS Global,2025-07-12,2025-07-13,Delivered
10357,2025-03-07,Tesla Motors,UK,LED Driver,Electronics,Sunrise Electronics,West Coast DC,101,306.54,30960.54,SHP10357,Maersk Shipping,2025-03-09,2025-03-11,Delivered
10358,2024-06-07,Ford Motors,South Korea,Blood Pressure Monitor,Healthcare,GreenLeaf Components,West Coast DC,143,82.65,11818.95,SHP10358,Maersk Shipping,2024-06-08,2024-06-12,Delivered
10359,2024-09-27,Philips Healthcare,UK,Medical Tablet,Healthcare,Quantum Supplies,Central Europe DC,105,236.19,24799.95,SHP10359,DHL Express,2024-10-02,2024-10-08,Delayed
10360,2024-01-27,Ford Motors,South Korea,Power Cable,Energy,Sunrise Electronics,Central Europe DC,142,90.67,12875.14,SHP10360,UPS Global,2024-01-28,2024-01-31,Delivered
10361,2025-05-21,Microsoft Devices,India,Lithium Battery,Energy,Quantum Supplies,Middle East Hub,179,196.65,35200.35,SHP10361,FedEx Logistics,2025-05-22,2025-05-27,Delivered
10362,2024-10-14,Tesla Motors,UK,Lithium Battery,Energy,Quantum Supplies,West Coast DC,123,196.65,24187.95,SHP10362,DHL Express,2024-10-17,2024-10-21,Delivered
10363,2024-04-26,Siemens AG,India,LED Driver,Electronics,Sunrise Electronics,Middle East Hub,96,306.54,29427.840000000004,SHP10363,DHL Express,2024-04-27,2024-05-01,Delivered
10364,2024-06-08,Tesla Motors,UK,Thermostat,Home Automation,Sunrise Electronics,East Coast DC,126,418.73,52759.98,SHP10364,UPS Global,2024-06-11,2024-06-16,Delivered
10365,2024-04-01,Siemens AG,India,Lithium Battery,Energy,Quantum Supplies,West Coast DC,81,196.65,15928.65,SHP10365,DHL Express,2024-04-03,2024-04-10,Delayed
10366,2025-02-01,Cisco Systems,UK,Door Sensor,Home Automation,GreenLeaf Components,Middle East Hub,23,485.41,11164.43,SHP10366,FedEx Logistics,2025-02-06,2025-02-08,Delivered
10367,2024-04-01,Samsung Electronics,China,Light Controller,Home Automation,BlueWave Materials,Central Europe DC,77,117.98,9084.460000000001,SHP10367,DHL Express,2024-04-03,2024-04-04,Delivered
10368,2025-03-21,Philips Healthcare,UK,Sensor Module,Electronics,Nova Industrial,East Coast DC,187,43.17,8072.79,SHP10368,DHL Express,2025-03-23,2025-03-30,Delayed
10369,2024-01-08,Cisco Systems,UK,Smart Switch,Home Automation,Quantum Supplies,Middle East Hub,54,24.98,1348.92,SHP10369,UPS Global,2024-01-13,2024-01-15,Delivered
10370,2024-11-27,Huawei Tech,India,GPS Unit,Automotive,GreenLeaf Components,Asia Hub,130,156.25,20312.5,SHP10370,UPS Global,2024-12-02,2024-12-09,Delayed
10371,2025-03-10,NIO Inc,India,Thermostat,Home Automation,Sunrise Electronics,Central Europe DC,9,418.73,3768.57,SHP10371,DHL Express,2025-03-12,2025-03-17,Delivered
10372,2024-09-24,Medtronic,India,Fuel Injector,Automotive,Nova Industrial,West Coast DC,69,269.51,18596.19,SHP10372,UPS Global,2024-09-28,2024-09-30,Delivered
10373,2024-12-14,Panasonic Corp,Netherlands,Engine Sensor,Automotive,Global Tech Parts,Middle East Hub,34,162.56,5527.04,SHP10373,UPS Global,2024-12-15,2024-12-19,Delivered
10374,2025-07-31,BYD Auto,USA,ECG Sensor,Healthcare,GreenLeaf Components,Central Europe DC,182,311.75,56738.5,SHP10374,FedEx Logistics,2025-08-03,2025-08-03,Delivered
10375,2024-11-12,General Electric,China,Brake Module,Automotive,Global Tech Parts,Asia Hub,74,224.49,16612.260000000002,SHP10375,Maersk Shipping,2024-11-17,2024-11-17,Delivered
10376,2024-08-05,Toyota Motors,South Korea,Door Sensor,Home Automation,GreenLeaf Components,East Coast DC,78,485.41,37861.98,SHP10376,DHL Express,2024-08-06,2024-08-13,Delayed
10377,2025-02-28,Toyota Motors,South Korea,Blood Pressure Monitor,Healthcare,GreenLeaf Components,West Coast DC,198,82.65,16364.7,SHP10377,FedEx Logistics,2025-03-05,2025-03-11,Delayed
10378,2024-11-23,Samsung Electronics,China,ECG Sensor,Healthcare,GreenLeaf Components,West Coast DC,85,311.75,26498.75,SHP10378,DHL Express,2024-11-26,2024-11-30,Delivered
10379,2024-10-22,Philips Healthcare,UK,Solar Panel,Energy,Quantum Supplies,Asia Hub,127,476.1,60464.700000000004,SHP10379,FedEx Logistics,2024-10-25,2024-10-30,Delivered
10380,2024-04-16,Samsung Electronics,China,Light Controller,Home Automation,BlueWave Materials,Asia Hub,57,117.98,6724.860000000001,SHP10380,FedEx Logistics,2024-04-21,2024-04-23,Delivered
10381,2024-03-06,Sony Corp,Netherlands,Smart Switch,Home Automation,Quantum Supplies,West Coast DC,7,24.98,174.86,SHP10381,DHL Express,2024-03-11,2024-03-11,Delivered
10382,2024-11-28,Medtronic,India,Brake Module,Automotive,Global Tech Parts,Central Europe DC,44,224.49,9877.560000000001,SHP10382,Maersk Shipping,2024-12-02,2024-12-08,Delayed
10383,2025-08-22,Intel Corp,Japan,Medical Tablet,Healthcare,Quantum Supplies,Middle East Hub,67,236.19,15824.73,SHP10383,Maersk Shipping,2025-08-27,2025-08-28,Delivered
10384,2025-06-06,Huawei Tech,India,Smart Switch,Home Automation,Quantum Supplies,East Coast DC,84,24.98,2098.32,SHP10384,DHL Express,2025-06-11,2025-06-11,Delivered
10385,2024-06-17,Microsoft Devices,India,Inverter,Energy,Nova Industrial,Asia Hub,156,370.02,57723.119999999995,SHP10385,DHL Express,2024-06-20,2024-06-22,Delivered
10386,2025-03-26,Microsoft Devices,India,Fuel Injector,Automotive,Nova Industrial,Middle East Hub,15,269.51,4042.6499999999996,SHP10386,DHL Express,2025-03-27,2025-04-03,Delayed
10387,2025-02-27,Huawei Tech,India,Blood Pressure Monitor,Healthcare,GreenLeaf Components,West Coast DC,49,82.65,4049.8500000000004,SHP10387,Maersk Shipping,2025-03-02,2025-03-02,Delivered
10388,2025-01-29,Medtronic,India,Microcontroller,Electronics,Sunrise Electronics,West Coast DC,102,90.66,9247.32,SHP10388,DHL Express,2025-02-01,2025-02-08,Delayed
10389,2024-08-11,Tesla Motors,UK,Smart Thermometer,Healthcare,Nova Industrial,Asia Hub,160,156.69,25070.4,SHP10389,UPS Global,2024-08-12,2024-08-19,Delayed
10390,2024-11-18,Medtronic,India,LED Driver,Electronics,Sunrise Electronics,Central Europe DC,119,306.54,36478.26,SHP10390,FedEx Logistics,2024-11-19,2024-11-21,Delivered
10391,2024-03-15,NIO Inc,India,Door Sensor,Home Automation,GreenLeaf Components,East Coast DC,31,485.41,15047.710000000001,SHP10391,Maersk Shipping,2024-03-19,2024-03-23,Delivered
10392,2025-01-23,BYD Auto,USA,Brake Module,Automotive,Global Tech Parts,Middle East Hub,11,224.49,2469.3900000000003,SHP10392,FedEx Logistics,2025-01-25,2025-01-25,Delivered
10393,2024-08-04,Panasonic Corp,Netherlands,Medical Tablet,Healthcare,Quantum Supplies,Asia Hub,176,236.19,41569.44,SHP10393,FedEx Logistics,2024-08-09,2024-08-15,Delayed
10394,2024-08-29,Panasonic Corp,Netherlands,GPS Unit,Automotive,GreenLeaf Components,Middle East Hub,50,156.25,7812.5,SHP10394,UPS Global,2024-08-30,2024-09-04,Delivered
10395,2025-04-17,Bosch GmbH,UK,Light Controller,Home Automation,BlueWave Materials,Asia Hub,83,117.98,9792.34,SHP10395,FedEx Logistics,2025-04-20,2025-04-20,Delivered
10396,2025-04-09,Panasonic Corp,Netherlands,Door Sensor,Home Automation,GreenLeaf Components,Asia Hub,130,485.41,63103.3,SHP10396,FedEx Logistics,2025-04-10,2025-04-16,Delayed
10397,2024-05-02,NIO Inc,India,Engine Sensor,Automotive,Global Tech Parts,Asia Hub,23,162.56,3738.88,SHP10397,Maersk Shipping,2024-05-05,2024-05-11,Delayed
10398,2024-09-13,Microsoft Devices,India,GPS Unit,Automotive,GreenLeaf Components,Asia Hub,146,156.25,22812.5,SHP10398,UPS Global,2024-09-14,2024-09-16,Delivered
10399,2025-05-20,Intel Corp,Japan,Voice Assistant,Home Automation,Nova Industrial,East Coast DC,13,103.19,1341.47,SHP10399,Maersk Shipping,2025-05-21,2025-05-25,Delivered
10400,2025-05-23,Ford Motors,South Korea,WiFi Module,Electronics,BlueWave Materials,Middle East Hub,83,358.42,29748.86,SHP10400,Maersk Shipping,2025-05-26,2025-05-27,Delivered
10401,2025-07-15,Siemens AG,India,Energy Meter,Energy,GreenLeaf Components,Middle East Hub,164,305.35,50077.4,SHP10401,UPS Global,2025-07-20,2025-07-23,Delivered
10402,2024-06-27,Ford Motors,South Korea,Energy Meter,Energy,GreenLeaf Components,Middle East Hub,65,305.35,19847.75,SHP10402,DHL Express,2024-06-28,2024-07-04,Delayed
10403,2024-03-26,Microsoft Devices,India,Solar Panel,Energy,Quantum Supplies,Central Europe DC,102,476.1,48562.200000000004,SHP10403,DHL Express,2024-03-29,2024-04-03,Delivered
10404,2024-11-21,Tesla Motors,UK,Smart Switch,Home Automation,Quantum Supplies,Central Europe DC,126,24.98,3147.48,SHP10404,DHL Express,2024-11-23,2024-11-28,Delivered
10405,2025-03-01,General Electric,China,Oximeter,Healthcare,Sunrise Electronics,East Coast DC,178,192.69,34298.82,SHP10405,Maersk Shipping,2025-03-04,2025-03-11,Delayed
10406,2024-11-12,Intel Corp,Japan,Inverter,Energy,Nova Industrial,Asia Hub,88,370.02,32561.76,SHP10406,DHL Express,2024-11-15,2024-11-19,Delivered
10407,2025-01-27,Cisco Systems,UK,Smart Switch,Home Automation,Quantum Supplies,Middle East Hub,142,24.98,3547.16,SHP10407,UPS Global,2025-01-31,2025-02-01,Delivered
10408,2025-01-08,Huawei Tech,India,Lithium Battery,Energy,Quantum Supplies,Central Europe DC,116,196.65,22811.4,SHP10408,FedEx Logistics,2025-01-13,2025-01-16,Delivered
10409,2025-06-15,Sony Corp,Netherlands,Brake Module,Automotive,Global Tech Parts,West Coast DC,88,224.49,19755.120000000003,SHP10409,DHL Express,2025-06-18,2025-06-24,Delayed
10410,2024-03-29,Intel Corp,Japan,EV Charger,Automotive,Sunrise Electronics,Central Europe DC,5,103.95,519.75,SHP10410,FedEx Logistics,2024-04-01,2024-04-06,Delivered
10411,2024-01-22,Apple Inc,UK,EV Charger,Automotive,Sunrise Electronics,Central Europe DC,37,103.95,3846.15,SHP10411,Maersk Shipping,2024-01-26,2024-01-31,Delivered
10412,2024-02-13,Samsung Electronics,China,Smart Switch,Home Automation,Quantum Supplies,Middle East Hub,72,24.98,1798.56,SHP10412,Maersk Shipping,2024-02-15,2024-02-19,Delivered
10413,2025-07-26,Cisco Systems,UK,PCB Board,Electronics,Quantum Supplies,West Coast DC,71,435.1,30892.100000000002,SHP10413,FedEx Logistics,2025-07-27,2025-08-01,Delivered
10414,2024-05-01,Ford Motors,South Korea,ECG Sensor,Healthcare,GreenLeaf Components,West Coast DC,182,311.75,56738.5,SHP10414,DHL Express,2024-05-03,2024-05-09,Delayed
10415,2024-08-19,NIO Inc,India,WiFi Module,Electronics,BlueWave Materials,West Coast DC,181,358.42,64874.020000000004,SHP10415,Maersk Shipping,2024-08-20,2024-08-27,Delayed
10416,2024-03-31,BYD Auto,USA,Blood Pressure Monitor,Healthcare,GreenLeaf Components,Asia Hub,178,82.65,14711.7,SHP10416,Maersk Shipping,2024-04-05,2024-04-06,Delivered
10417,2025-07-31,Amazon Robotics,Germany,Lithium Battery,Energy,Quantum Supplies,Asia Hub,136,196.65,26744.4,SHP10417,FedEx Logistics,2025-08-05,2025-08-08,Delivered
10418,2024-06-20,Ford Motors,South Korea,Inverter,Energy,Nova Industrial,Central Europe DC,42,370.02,15540.84,SHP10418,FedEx Logistics,2024-06-22,2024-06-28,Delayed
10419,2024-02-24,Samsung Electronics,China,Sensor Module,Electronics,Nova Industrial,Asia Hub,192,43.17,8288.64,SHP10419,UPS Global,2024-02-29,2024-03-03,Delivered
10420,2024-03-06,BYD Auto,USA,EV Charger,Automotive,Sunrise Electronics,Middle East Hub,82,103.95,8523.9,SHP10420,FedEx Logistics,2024-03-09,2024-03-15,Delayed
10421,2024-01-08,Apple Inc,UK,LED Driver,Electronics,Sunrise Electronics,East Coast DC,126,306.54,38624.04,SHP10421,FedEx Logistics,2024-01-12,2024-01-18,Delayed
10422,2024-04-23,Medtronic,India,Oximeter,Healthcare,Sunrise Electronics,Central Europe DC,184,192.69,35454.96,SHP10422,Maersk Shipping,2024-04-26,2024-05-02,Delayed
10423,2025-02-28,BYD Auto,USA,Solar Panel,Energy,Quantum Supplies,West Coast DC,29,476.1,13806.900000000001,SHP10423,UPS Global,2025-03-01,2025-03-05,Delivered
10424,2025-08-12,Sony Corp,Netherlands,PCB Board,Electronics,Quantum Supplies,Middle East Hub,138,435.1,60043.8,SHP10424,FedEx Logistics,2025-08-13,2025-08-17,Delivered
10425,2024-10-18,Apple Inc,UK,LED Driver,Electronics,Sunrise Electronics,Middle East Hub,197,306.54,60388.380000000005,SHP10425,FedEx Logistics,2024-10-19,2024-10-26,Delayed
10426,2024-11-30,NIO Inc,India,Smart Thermometer,Healthcare,Nova Industrial,East Coast DC,129,156.69,20213.01,SHP10426,UPS Global,2024-12-04,2024-12-11,Delayed
10427,2024-06-08,Ford Motors,South Korea,Inverter,Energy,Nova Industrial,Middle East Hub,92,370.02,34041.84,SHP10427,FedEx Logistics,2024-06-10,2024-06-12,Delivered
10428,2025-07-02,Apple Inc,UK,Blood Pressure Monitor,Healthcare,GreenLeaf Components,Asia Hub,31,82.65,2562.15,SHP10428,Maersk Shipping,2025-07-05,2025-07-05,Delivered
10429,2024-01-19,Ford Motors,South Korea,EV Charger,Automotive,Sunrise Electronics,West Coast DC,147,103.95,15280.65,SHP10429,FedEx Logistics,2024-01-23,2024-01-28,Delivered
10430,2024-04-15,Cisco Systems,UK,LED Driver,Electronics,Sunrise Electronics,East Coast DC,46,306.54,14100.84,SHP10430,UPS Global,2024-04-18,2024-04-24,Delayed
10431,2024-11-21,Toyota Motors,South Korea,Microcontroller,Electronics,Sunrise Electronics,East Coast DC,39,90.66,3535.74,SHP10431,UPS Global,2024-11-22,2024-11-22,Delivered
10432,2024-11-12,Ford Motors,South Korea,Oximeter,Healthcare,Sunrise Electronics,Asia Hub,48,192.69,9249.119999999999,SHP10432,FedEx Logistics,2024-11-16,2024-11-20,Delivered
10433,2025-08-21,Apple Inc,UK,Microcontroller,Electronics,Sunrise Electronics,Asia Hub,31,90.66,2810.46,SHP10433,UPS Global,2025-08-22,2025-08-26,Delivered
10434,2024-04-09,Amazon Robotics,Germany,Engine Sensor,Automotive,Global Tech Parts,Central Europe DC,134,162.56,21783.04,SHP10434,FedEx Logistics,2024-04-11,2024-04-13,Delivered
10435,2024-04-17,NIO Inc,India,EV Charger,Automotive,Sunrise Electronics,West Coast DC,106,103.95,11018.7,SHP10435,UPS Global,2024-04-18,2024-04-18,Delivered
10436,2025-08-03,Medtronic,India,Medical Tablet,Healthcare,Quantum Supplies,Asia Hub,38,236.19,8975.22,SHP10436,Maersk Shipping,2025-08-08,2025-08-10,Delivered
10437,2025-08-26,Samsung Electronics,China,Fuel Injector,Automotive,Nova Industrial,East Coast DC,23,269.51,6198.73,SHP10437,FedEx Logistics,2025-08-31,2025-09-02,Delivered
10438,2025-01-28,General Electric,China,Inverter,Energy,Nova Industrial,West Coast DC,45,370.02,16650.899999999998,SHP10438,UPS Global,2025-01-30,2025-01-30,Delivered
10439,2024-07-01,Tesla Motors,UK,Voice Assistant,Home Automation,Nova Industrial,East Coast DC,36,103.19,3714.84,SHP10439,UPS Global,2024-07-06,2024-07-08,Delivered
10440,2025-02-02,Toyota Motors,South Korea,Lithium Battery,Energy,Quantum Supplies,Central Europe DC,126,196.65,24777.9,SHP10440,Maersk Shipping,2025-02-03,2025-02-09,Delayed
10441,2024-07-19,Bosch GmbH,UK,Light Controller,Home Automation,BlueWave Materials,East Coast DC,153,117.98,18050.940000000002,SHP10441,FedEx Logistics,2024-07-24,2024-07-29,Delivered
10442,2025-06-16,Huawei Tech,India,WiFi Module,Electronics,BlueWave Materials,East Coast DC,54,358.42,19354.68,SHP10442,Maersk Shipping,2025-06-19,2025-06-20,Delivered
